timestamp,vib_x,vib_y,vib_z,vib_rms
1788592768.3074403,0.4719,0.3758,0.8999,1.0834
1788592768.3574402,0.4094,0.3915,0.957,1.1121
1788592768.4074402,0.4678,0.3641,0.9038,1.0809
1788592768.4574404,0.4608,0.3514,1.057,1.2054
1788592768.5074403,0.4552,0.3581,0.8903,1.0621
1788592768.5574403,0.4621,0.3865,1.0039,1.1708
1788592768.6074402,0.4083,0.3811,0.9785,1.1267
1788592768.6574402,0.4345,0.4254,0.9455,1.1242
1788592768.7074404,0.4931,0.3647,0.8883,1.0795
1788592768.7574403,0.5031,0.3375,1.0494,1.2117
1788592768.8074403,0.4039,0.4082,0.9426,1.1037
1788592768.8574402,0.4397,0.3752,0.9591,1.1198
1788592768.9074402,0.4569,0.4203,0.9726,1.1538
1788592768.9574404,0.4536,0.3548,0.9416,1.1037
1788592769.0074403,0.4103,0.3481,0.9738,1.1126
1788592769.0574403,0.4072,0.3623,1.0108,1.1484
1788592769.1074402,0.4101,0.3874,0.9332,1.0905
1788592769.1574402,0.4556,0.391,0.9313,1.108
1788592769.2074404,0.4149,0.4358,0.9756,1.1462
1788592769.2574403,0.4601,0.4382,0.8904,1.0939
1788592769.3074403,0.44,0.4593,0.9666,1.1571
1788592769.3574402,0.472,0.3765,0.9703,1.1428
1788592769.4074402,0.4394,0.3973,1.0286,1.187
1788592769.4574404,0.4086,0.3983,0.9819,1.1357
1788592769.5074403,0.4205,0.3894,0.9777,1.1333
1788592769.5574403,0.4287,0.3613,0.9165,1.0744
1788592769.6074402,0.5344,0.41,0.917,1.1378
1788592769.6574402,0.4487,0.3953,0.9303,1.1059
1788592769.7074404,0.4457,0.3995,0.9375,1.1123
1788592769.7574403,0.4721,0.4217,1.0455,1.2222
1788592769.8074403,0.4699,0.3577,0.9449,1.1143
1788592769.8574402,0.409,0.3702,0.8898,1.0469
1788592769.9074402,0.4433,0.3595,1.0081,1.1585
1788592769.9574404,0.4119,0.3961,0.9625,1.1194
1788592770.0074403,0.4197,0.3777,0.905,1.0667
1788592770.0574403,0.4508,0.3396,0.9322,1.0897
1788592770.1074402,0.4521,0.3756,0.8875,1.0645
1788592770.1574402,0.4728,0.3312,1.0341,1.1843
1788592770.2074404,0.4407,0.376,0.9575,1.1191
1788592770.2574403,0.4175,0.3755,0.9562,1.1089
1788592770.3074403,0.471,0.398,0.9637,1.1441
1788592770.3574402,0.4188,0.4071,0.9845,1.1447
1788592770.4074402,0.4683,0.4381,0.9288,1.1287
1788592770.4574404,0.4786,0.4167,0.9193,1.1171
1788592770.5074403,0.4399,0.3736,0.9347,1.0985
1788592770.5574403,0.4506,0.3629,0.945,1.108
1788592770.6074402,0.4841,0.3474,0.9739,1.1417
1788592770.6574402,0.5073,0.3588,0.8994,1.0932
1788592770.7074404,0.4205,0.3956,0.8996,1.0689
1788592770.7574403,0.4314,0.4387,1.0229,1.1937
1788592770.8074403,0.4508,0.3482,0.9561,1.1129
1788592770.8574402,0.4411,0.3607,0.9765,1.1306
1788592770.9074402,0.4673,0.405,0.9894,1.1668
1788592770.9574404,0.4142,0.383,0.9969,1.1455
1788592771.0074403,0.5047,0.2975,0.9599,1.1246
1788592771.0574403,0.4447,0.3532,0.9751,1.1284
1788592771.1074402,0.4447,0.3738,0.9712,1.1317
1788592771.1574402,0.417,0.3979,0.9308,1.0948
1788592771.2074404,0.499,0.3787,0.9416,1.1309
1788592771.2574403,0.4253,0.3856,0.9779,1.134
1788592771.3074403,0.4503,0.4092,0.9047,1.0903
1788592771.3574402,0.4337,0.3385,1.0016,1.1428
1788592771.4074402,0.4287,0.3746,0.9283,1.089
1788592771.4574404,0.438,0.3929,0.923,1.0946
1788592771.5074403,0.4117,0.3644,0.9072,1.0608
1788592771.5574403,0.4133,0.321,0.9687,1.101
1788592771.6074402,0.4641,0.4282,0.9462,1.1376
1788592771.6574402,0.4729,0.3841,0.9574,1.1348
1788592771.7074404,0.4388,0.4135,0.9539,1.1285
1788592771.7574403,0.4641,0.3839,0.9181,1.098
1788592771.8074403,0.4622,0.3935,0.9568,1.1331
1788592771.8574402,0.4271,0.3589,0.9697,1.1187
1788592771.9074402,0.4582,0.3297,0.9363,1.0933
1788592771.9574404,0.4509,0.3807,0.9349,1.1056
1788592772.0074403,0.4451,0.3617,0.9662,1.1236
1788592772.0574403,0.469,0.3895,0.9969,1.1685
1788592772.1074402,0.4683,0.358,0.9757,1.1399
1788592772.1574402,0.4807,0.3903,1.0063,1.1815
1788592772.2074404,0.4735,0.3384,0.9701,1.1313
1788592772.2574403,0.4316,0.4186,0.9457,1.1206
1788592772.3074403,0.3672,0.3558,1.0133,1.135
1788592772.3574402,0.4223,0.3904,0.9407,1.1026
1788592772.4074402,0.4471,0.3829,1.0144,1.1728
1788592772.4574404,0.4212,0.3668,0.9435,1.0964
1788592772.5074403,0.4503,0.3734,0.8687,1.0473
1788592772.5574403,0.4186,0.3978,0.9441,1.1067
1788592772.6074402,0.4554,0.3748,0.9227,1.0951
1788592772.6574402,0.4177,0.3795,0.9818,1.1324
1788592772.7074404,0.4188,0.3864,1.0004,1.1513
1788592772.7574403,0.4379,0.3904,0.9344,1.1033
1788592772.8074403,0.4941,0.3872,0.9878,1.1704
1788592772.8574402,0.4106,0.3364,0.9686,1.1045
1788592772.9074402,0.3639,0.3572,0.9318,1.0622
1788592772.9574404,0.4422,0.3832,1.0368,1.1905
1788592773.0074403,0.4685,0.372,0.9755,1.1443
1788592773.0574403,0.434,0.3799,0.9591,1.1192
1788592773.1074402,0.458,0.4135,0.9399,1.1243
1788592773.1574402,0.4273,0.3877,0.997,1.1519
1788592773.2074404,0.4634,0.3286,0.999,1.1492
1788592773.2574403,0.4615,0.3704,0.9529,1.1217
1788592773.3074403,0.4721,0.3368,0.9198,1.0874
1788592773.3574402,0.4837,0.3698,0.9698,1.1451
1788592773.4074402,0.4713,0.3717,0.985,1.1535
1788592773.4574404,0.4237,0.3245,0.9657,1.1034
1788592773.5074403,0.4443,0.4517,0.964,1.1536
1788592773.5574403,0.4446,0.3303,0.8979,1.055
1788592773.6074402,0.4165,0.3389,0.9912,1.1273
1788592773.6574402,0.4953,0.3127,0.9378,1.1057
1788592773.7074404,0.4564,0.3464,0.9077,1.0734
1788592773.7574403,0.3915,0.3082,0.9328,1.0575
1788592773.8074403,0.4342,0.3885,0.9652,1.1274
1788592773.8574402,0.47,0.411,0.9662,1.1504
1788592773.9074402,0.4292,0.3636,0.96,1.1127
1788592773.9574404,0.4209,0.3226,0.9092,1.0526
1788592774.0074403,0.4692,0.4162,0.9695,1.1547
1788592774.0574403,0.43,0.4316,0.9263,1.1087
1788592774.1074402,0.4451,0.3434,1.042,1.184
1788592774.1574402,0.4057,0.3815,0.9415,1.0939
1788592774.2074404,0.369,0.3302,0.9332,1.0564
1788592774.2574403,0.448,0.3899,0.9215,1.0963
1788592774.3074403,0.485,0.3763,0.9384,1.1213
1788592774.3574402,0.4459,0.369,0.9569,1.1183
1788592774.4074402,0.4056,0.362,1.0317,1.1662
1788592774.4574404,0.4672,0.4045,0.9505,1.1337
1788592774.5074403,0.4535,0.4143,0.9472,1.1289
1788592774.5574403,0.5068,0.3821,0.9296,1.1256
1788592774.6074402,0.4308,0.3625,0.9665,1.1185
1788592774.6574402,0.5096,0.36,0.9055,1.0996
1788592774.7074404,0.4334,0.3262,0.9462,1.0907
1788592774.7574403,0.4259,0.3752,0.9299,1.0894
1788592774.8074403,0.4795,0.3775,0.988,1.1613
1788592774.8574402,0.4823,0.3514,0.9395,1.113
1788592774.9074402,0.4815,0.3739,0.9369,1.1178
1788592774.9574404,0.4275,0.3263,0.9729,1.1116
1788592775.0074403,0.4921,0.3469,0.9282,1.1064
1788592775.0574403,0.4233,0.3577,0.9561,1.1051
1788592775.1074402,0.5018,0.3372,0.9485,1.1248
1788592775.1574402,0.4605,0.3486,0.9778,1.1356
1788592775.2074404,0.4539,0.4244,0.9804,1.1607
1788592775.2574403,0.4002,0.3731,0.9455,1.0924
1788592775.3074403,0.4765,0.3781,0.9735,1.1479
1788592775.3574402,0.4398,0.4318,0.9622,1.1427
1788592775.4074402,0.4732,0.3971,1.0256,1.1973
1788592775.4574404,0.4214,0.3884,0.875,1.046
1788592775.5074403,0.4146,0.3866,1.0469,1.1905
1788592775.5574403,0.4733,0.4096,0.9848,1.1669
1788592775.6074402,0.4262,0.3716,0.9133,1.0742
1788592775.6574402,0.4813,0.3797,0.9965,1.17
1788592775.7074404,0.3945,0.4105,0.9939,1.1454
1788592775.7574403,0.4354,0.3529,0.964,1.1151
1788592775.8074403,0.3943,0.4044,1.0032,1.1513
1788592775.8574402,0.4859,0.3593,1.0175,1.1834
1788592775.9074402,0.409,0.376,1.002,1.1457
1788592775.9574404,0.4682,0.3897,0.9077,1.0932
1788592776.0074403,0.5258,0.402,0.8665,1.0904
1788592776.0574403,0.4923,0.4371,1.0325,1.2245
1788592776.1074402,0.4253,0.3665,1.0101,1.1556
1788592776.1574402,0.465,0.4239,0.911,1.1072
1788592776.2074404,0.4547,0.3681,0.9633,1.127
1788592776.2574403,0.4771,0.3353,0.9875,1.1468
1788592776.3074403,0.4138,0.3214,0.951,1.0858
1788592776.3574402,0.4618,0.4346,0.9319,1.1272
1788592776.4074402,0.4342,0.4009,0.9905,1.1534
1788592776.4574404,0.3909,0.3361,1.0307,1.1524
1788592776.5074403,0.4423,0.4204,0.973,1.1485
1788592776.5574403,0.4397,0.3546,1.0408,1.1842
1788592776.6074402,0.4459,0.3828,0.951,1.1179
1788592776.6574402,0.4309,0.4198,0.9611,1.1339
1788592776.7074404,0.4116,0.3413,0.9448,1.0856
1788592776.7574403,0.4643,0.4053,1.0299,1.2002
1788592776.8074403,0.4564,0.3853,0.9583,1.1292
1788592776.8574402,0.4395,0.3858,1.0128,1.1695
1788592776.9074402,0.4476,0.3697,0.9054,1.0755
1788592776.9574404,0.4655,0.3801,0.924,1.1022
1788592777.0074403,0.4496,0.4083,0.9612,1.137
1788592777.0574403,0.4385,0.3434,0.9693,1.1179
1788592777.1074402,0.5098,0.375,0.9166,1.1139
1788592777.1574402,0.4878,0.3601,0.8865,1.074
1788592777.2074404,0.4604,0.3547,0.9568,1.1195
1788592777.2574403,0.4341,0.3922,0.9668,1.13
1788592777.3074403,0.4689,0.3947,0.9881,1.1628
1788592777.3574402,0.4337,0.3982,0.971,1.1356
1788592777.4074402,0.4991,0.3421,0.8863,1.0732
1788592777.4574404,0.5021,0.3622,0.9458,1.1304
1788592777.5074403,0.4814,0.374,0.9354,1.1165
1788592777.5574403,0.4763,0.3687,0.8958,1.0795
1788592777.6074402,0.4573,0.4081,0.9679,1.1456
1788592777.6574402,0.4065,0.3826,0.8368,1.0059
1788592777.7074404,0.4295,0.4112,0.9706,1.1383
1788592777.7574403,0.4696,0.3402,0.9434,1.1074
1788592777.8074403,0.4093,0.3989,0.9547,1.1127
1788592777.8574402,0.4661,0.382,0.9655,1.1381
1788592777.9074402,0.3817,0.3807,0.91,1.0577
1788592777.9574404,0.4939,0.4232,0.9847,1.1801
1788592778.0074403,0.4696,0.3794,1.0069,1.174
1788592778.0574403,0.4658,0.3631,0.9975,1.1592
1788592778.1074402,0.4563,0.3864,0.9966,1.1622
1788592778.1574402,0.4388,0.4062,1.0104,1.1741
1788592778.2074404,0.4124,0.4156,0.9479,1.1141
1788592778.2574403,0.466,0.3611,0.8349,1.0221
1788592778.3074403,0.4662,0.4299,0.9981,1.1825
1788592778.3574402,0.4355,0.3123,0.9354,1.078
1788592778.4074402,0.4248,0.3395,1.0201,1.156
1788592778.4574404,0.4595,0.4016,0.9784,1.1531
1788592778.5074403,0.4748,0.3718,0.9723,1.1441
1788592778.5574403,0.4483,0.3847,0.9405,1.1106
1788592778.6074402,0.4101,0.4048,0.8946,1.0641
1788592778.6574402,0.4659,0.3848,0.9167,1.0979
1788592778.7074404,0.5331,0.3917,0.887,1.1065
1788592778.7574403,0.4618,0.3856,1.0143,1.1793
1788592778.8074403,0.4151,0.3929,0.9468,1.1059
1788592778.8574402,0.4253,0.3886,0.9777,1.1348
1788592778.9074402,0.4765,0.3621,0.9352,1.1103
1788592778.9574404,0.4538,0.384,0.9869,1.1521
1788592779.0074403,0.3846,0.3874,0.957,1.1017
1788592779.0574403,0.4958,0.3774,0.9485,1.1349
1788592779.1074402,0.5102,0.3727,0.9396,1.1323
1788592779.1574402,0.461,0.3069,0.9509,1.1004
1788592779.2074404,0.4177,0.4007,0.9862,1.1435
1788592779.2574403,0.4376,0.3882,0.9806,1.1418
1788592779.3074403,0.404,0.4385,0.9744,1.1423
1788592779.3574402,0.4373,0.3827,0.9726,1.133
1788592779.4074402,0.4542,0.3817,0.9872,1.1518
1788592779.4574404,0.441,0.3949,0.9426,1.1131
1788592779.5074403,0.4658,0.3744,1.014,1.177
1788592779.5574403,0.4606,0.3776,1.0013,1.165
1788592779.6074402,0.5224,0.3865,1.0177,1.2075
1788592779.6574402,0.4144,0.391,0.9972,1.1485
1788592779.7074404,0.4743,0.3965,0.9274,1.1146
1788592779.7574403,0.4187,0.3671,0.9841,1.1307
1788592779.8074403,0.4313,0.4211,0.9264,1.1052
1788592779.8574402,0.461,0.3352,0.9879,1.1405
1788592779.9074402,0.432,0.4429,0.9153,1.1048
1788592779.9574404,0.4712,0.3906,0.96,1.1385
1788592780.0074403,0.4575,0.3957,1.0194,1.1854
1788592780.0574403,0.4913,0.3997,0.9442,1.1369
1788592780.1074402,0.4537,0.3452,0.9273,1.0885
1788592780.1574402,0.4235,0.3671,0.9916,1.139
1788592780.2074404,0.4391,0.4026,0.9563,1.1267
1788592780.2574403,0.4649,0.3952,0.9921,1.1647
1788592780.3074403,0.4323,0.3215,0.9478,1.0902
1788592780.3574402,0.4321,0.3523,0.9515,1.1028
1788592780.4074402,0.469,0.4227,0.9478,1.1388
1788592780.4574404,0.4193,0.424,0.9617,1.1316
1788592780.5074403,0.4308,0.4053,0.9797,1.1444
1788592780.5574403,0.4364,0.3315,0.9126,1.0645
1788592780.6074402,0.4058,0.3844,0.9612,1.1119
1788592780.6574402,0.4331,0.3682,0.8812,1.0486
1788592780.7074404,0.4392,0.4072,0.9715,1.1413
1788592780.7574403,0.4528,0.3697,0.8758,1.053
1788592780.8074403,0.4314,0.4203,0.94,1.1164
1788592780.8574402,0.4641,0.3914,0.9397,1.1188
1788592780.9074402,0.4493,0.3874,0.9271,1.1007
1788592780.9574404,0.5094,0.3931,1.0218,1.2075
1788592781.0074403,0.4252,0.4216,1.0494,1.2082
1788592781.0574403,0.4457,0.3787,0.9258,1.0951
1788592781.1074402,0.4724,0.3547,0.9113,1.086
1788592781.1574402,0.4849,0.357,0.8993,1.0823
1788592781.2074404,0.4759,0.3902,0.956,1.137
1788592781.2574403,0.4645,0.3654,0.9548,1.1229
1788592781.3074403,0.4857,0.3515,0.9412,1.1159
1788592781.3574402,0.5058,0.4403,0.946,1.1596
1788592781.4074402,0.4699,0.3842,0.9282,1.109
1788592781.4574404,0.4989,0.3958,0.965,1.1562
1788592781.5074403,0.4657,0.4073,1.0149,1.1886
1788592781.5574403,0.4307,0.377,1.0505,1.1963
1788592781.6074402,0.4342,0.4197,0.991,1.1605
1788592781.6574402,0.4629,0.3935,0.907,1.0917
1788592781.7074404,0.4576,0.4072,0.9516,1.1317
1788592781.7574403,0.4594,0.4168,0.946,1.1312
1788592781.8074403,0.4228,0.3777,0.9775,1.13
1788592781.8574402,0.4985,0.4015,0.9381,1.1357
1788592781.9074402,0.4694,0.4505,0.9041,1.1139
1788592781.9574404,0.4128,0.3651,0.8985,1.054
1788592782.0074403,0.4291,0.3939,0.8902,1.0638
1788592782.0574403,0.4335,0.3602,0.952,1.1063
1788592782.1074402,0.4483,0.3491,0.8986,1.0632
1788592782.1574402,0.4173,0.3626,0.8717,1.0322
1788592782.2074404,0.4266,0.3861,0.971,1.1287
1788592782.2574403,0.464,0.3602,0.9688,1.133
1788592782.3074403,0.4918,0.2946,0.9692,1.1261
1788592782.3574402,0.4043,0.3679,0.8932,1.0472
1788592782.4074402,0.4015,0.4106,0.9753,1.1318
1788592782.4574404,0.501,0.4052,0.944,1.1429
1788592782.5074403,0.4535,0.383,0.9341,1.1067
1788592782.5574403,0.4468,0.3777,0.9033,1.0762
1788592782.6074402,0.4442,0.401,0.9315,1.1072
1788592782.6574402,0.4298,0.4121,1.0115,1.1737
1788592782.7074404,0.465,0.3176,0.9463,1.1012
1788592782.7574403,0.462,0.4086,0.9348,1.1199
1788592782.8074403,0.4444,0.4417,0.9204,1.1134
1788592782.8574402,0.4847,0.3656,0.9693,1.1437
1788592782.9074402,0.4708,0.3639,0.9065,1.0844
1788592782.9574404,0.4332,0.3731,0.9612,1.1184
1788592783.0074403,0.51,0.4217,0.9359,1.1462
1788592783.0574403,0.4293,0.3455,0.9663,1.1124
1788592783.1074402,0.4348,0.3242,0.9508,1.0946
1788592783.1574402,0.4375,0.4409,0.9173,1.1078
1788592783.2074404,0.4674,0.375,0.9633,1.1345
1788592783.2574403,0.4455,0.3616,1.0034,1.1559
1788592783.3074403,0.4576,0.4551,0.9583,1.1554
1788592783.3574402,0.4766,0.3888,0.9034,1.0929
1788592783.4074402,0.442,0.4203,0.9651,1.1417
1788592783.4574404,0.4345,0.3545,0.8964,1.0574
1788592783.5074403,0.444,0.3835,0.9737,1.1368
1788592783.5574403,0.423,0.3814,0.892,1.0583
1788592783.6074402,0.4535,0.3769,0.9831,1.1464
1788592783.6574402,0.4702,0.4143,0.9717,1.1563
1788592783.7074404,0.4535,0.4258,0.9691,1.1516
1788592783.7574403,0.4608,0.3624,0.9275,1.0972
1788592783.8074403,0.4366,0.3965,0.9092,1.0837
1788592783.8574402,0.4001,0.3985,0.931,1.0889
1788592783.9074402,0.4695,0.4121,0.9401,1.1287
1788592783.9574404,0.4313,0.3837,0.9856,1.1422
1788592784.0074403,0.4799,0.3883,0.9682,1.1483
1788592784.0574403,0.4525,0.3412,0.977,1.1295
1788592784.1074402,0.4288,0.3698,0.9932,1.1433
1788592784.1574402,0.4573,0.4449,0.9898,1.1776
1788592784.2074404,0.4462,0.4178,0.9144,1.0999
1788592784.2574403,0.3981,0.4164,1.0278,1.1782
1788592784.3074403,0.4389,0.3232,0.9826,1.1237
1788592784.3574402,0.3969,0.4106,0.935,1.0956
1788592784.4074402,0.4494,0.4153,0.9322,1.1151
1788592784.4574404,0.4534,0.3573,1.0042,1.1583
1788592784.5074403,0.3824,0.4044,0.8611,1.0253
1788592784.5574403,0.4083,0.3712,0.9633,1.1102
1788592784.6074402,0.4343,0.4101,1.0495,1.2076
1788592784.6574402,0.4658,0.4043,0.9294,1.1154
1788592784.7074404,0.4245,0.4005,0.9649,1.1277
1788592784.7574403,0.4729,0.3533,0.963,1.1295
1788592784.8074403,0.4965,0.4199,0.9759,1.1727
1788592784.8574402,0.4355,0.3694,0.9094,1.0738
1788592784.9074402,0.4857,0.4005,0.9379,1.1296
1788592784.9574404,0.433,0.3216,0.9328,1.0775
1788592785.0074403,0.4565,0.3625,0.8679,1.0455
1788592785.0574403,0.46,0.3555,0.9644,1.1261
1788592785.1074402,0.4707,0.3564,0.9968,1.1585
1788592785.1574402,0.4407,0.3451,1.0201,1.1636
1788592785.2074404,0.4619,0.4383,0.8638,1.0731
1788592785.2574403,0.4408,0.3997,0.9122,1.0891
1788592785.3074403,0.447,0.3563,0.9085,1.0734
1788592785.3574402,0.4732,0.4066,0.8789,1.0778
1788592785.4074402,0.4832,0.3399,0.9948,1.157
1788592785.4574404,0.4308,0.3388,0.9454,1.0928
1788592785.5074403,0.4703,0.3648,1.0695,1.224
1788592785.5574403,0.4425,0.4016,0.9336,1.1085
1788592785.6074402,0.4708,0.435,0.9251,1.1255
1788592785.6574402,0.4411,0.4249,0.9631,1.1413
1788592785.7074404,0.4485,0.3789,0.9308,1.1005
1788592785.7574403,0.4595,0.3613,0.8801,1.0565
1788592785.8074403,0.4492,0.4042,0.9467,1.1231
1788592785.8574402,0.475,0.4215,0.9446,1.1382
1788592785.9074402,0.4229,0.3895,0.9465,1.1074
1788592785.9574404,0.4665,0.4024,0.8928,1.0847
1788592786.0074403,0.5062,0.362,0.9477,1.1338
1788592786.0574403,0.401,0.3599,0.9982,1.1343
1788592786.1074402,0.4131,0.4149,0.9729,1.1355
1788592786.1574402,0.4304,0.3841,0.9608,1.1207
1788592786.2074404,0.4499,0.3922,0.8933,1.0743
1788592786.2574403,0.4071,0.3639,0.9128,1.0637
1788592786.3074403,0.4515,0.3731,0.9441,1.111
1788592786.3574402,0.4445,0.3647,0.9693,1.127
1788592786.4074402,0.4512,0.4226,0.9456,1.1297
1788592786.4574404,0.4412,0.3847,0.9182,1.0889
1788592786.5074403,0.3828,0.3829,0.9848,1.1238
1788592786.5574403,0.4484,0.3779,0.9439,1.1112
1788592786.6074402,0.4981,0.3365,0.9248,1.103
1788592786.6574402,0.474,0.3602,0.9711,1.1391
1788592786.7074404,0.4708,0.3668,1.0099,1.1731
1788592786.7574403,0.4315,0.4009,0.8891,1.0665
1788592786.8074403,0.4504,0.3264,0.9348,1.0878
1788592786.8574402,0.4421,0.4375,0.8635,1.0642
1788592786.9074402,0.4342,0.3669,0.9425,1.1007
1788592786.9574404,0.4516,0.3887,0.975,1.1427
1788592787.0074403,0.4952,0.3501,1.0056,1.1743
1788592787.0574403,0.4628,0.3591,0.9655,1.1293
1788592787.1074402,0.4676,0.3758,0.9736,1.1436
1788592787.1574402,0.4431,0.3888,0.8646,1.0464
1788592787.2074404,0.4501,0.3472,0.9439,1.1019
1788592787.2574403,0.4264,0.4785,0.9601,1.1544
1788592787.3074403,0.4311,0.39,0.9234,1.0912
1788592787.3574402,0.4473,0.3745,0.8918,1.0657
1788592787.4074402,0.4261,0.3808,0.9257,1.0879
1788592787.4574404,0.3979,0.3463,0.9488,1.0856
1788592787.5074403,0.4812,0.4069,0.9442,1.1352
1788592787.5574403,0.517,0.3939,0.9505,1.1515
1788592787.6074402,0.3805,0.3556,0.9734,1.104
1788592787.6574402,0.4511,0.3513,0.9078,1.0728
1788592787.7074404,0.4588,0.4578,0.9724,1.1686
1788592787.7574403,0.4579,0.3674,0.9618,1.1268
1788592787.8074403,0.4113,0.3979,0.9389,1.0996
1788592787.8574402,0.508,0.3586,1.0244,1.1984
1788592787.9074402,0.469,0.3778,0.9938,1.162
1788592787.9574404,0.4676,0.3535,0.9522,1.1182
1788592788.0074403,0.4616,0.4032,0.9252,1.1098
1788592788.0574403,0.4162,0.3918,0.914,1.078
1788592788.1074402,0.395,0.3752,0.9373,1.0841
1788592788.1574402,0.439,0.3545,0.9008,1.0629
1788592788.2074404,0.4619,0.3355,0.9337,1.0944
1788592788.2574403,0.5126,0.3495,0.9715,1.1527
1788592788.3074403,0.453,0.4113,0.9751,1.1512
1788592788.3574402,0.4238,0.3713,0.8968,1.0591
1788592788.4074402,0.4241,0.3965,0.9553,1.1179
1788592788.4574404,0.406,0.3662,0.9456,1.0923
1788592788.5074403,0.4525,0.3965,1.0341,1.1964
1788592788.5574403,0.4037,0.3888,0.9595,1.1112
1788592788.6074402,0.4496,0.4285,0.964,1.1468
1788592788.6574402,0.4708,0.3611,0.9808,1.1463
1788592788.7074404,0.3961,0.3471,1.0213,1.1491
1788592788.7574403,0.5022,0.3785,0.9344,1.1263
1788592788.8074403,0.4507,0.3913,0.9714,1.1401
1788592788.8574402,0.439,0.3745,0.957,1.1175
1788592788.9074402,0.4231,0.424,0.9309,1.107
1788592788.9574404,0.4578,0.3347,0.9458,1.1028
1788592789.0074403,0.4917,0.3708,0.9263,1.1123
1788592789.0574403,0.4086,0.3579,0.957,1.1004
1788592789.1074402,0.4384,0.4174,0.9392,1.1174
1788592789.1574402,0.4678,0.3587,0.9559,1.1231
1788592789.2074404,0.4698,0.4378,0.9459,1.1433
1788592789.2574403,0.4802,0.37,0.9206,1.1023
1788592789.3074403,0.4216,0.374,1.0126,1.1589
1788592789.3574402,0.4498,0.3829,0.9695,1.1353
1788592789.4074402,0.5251,0.352,0.9565,1.1465
1788592789.4574404,0.4766,0.3678,0.9271,1.1054
1788592789.5074403,0.413,0.3757,1.0028,1.1477
1788592789.5574403,0.4173,0.4466,0.9338,1.1161
1788592789.6074402,0.4555,0.3699,0.9651,1.1295
1788592789.6574402,0.4831,0.3629,0.8224,1.0205
1788592789.7074404,0.4978,0.4123,0.9359,1.1374
1788592789.7574403,0.4383,0.3809,0.9537,1.1166
1788592789.8074403,0.4693,0.3989,0.9689,1.1481
1788592789.8574402,0.4279,0.3556,0.8891,1.0488
1788592789.9074402,0.4543,0.3717,1.0179,1.175
1788592789.9574404,0.4522,0.3687,0.9557,1.1197
1788592790.0074403,0.489,0.3819,0.9493,1.1341
1788592790.0574403,0.4744,0.3456,0.9443,1.1118
1788592790.1074402,0.4984,0.3874,1.001,1.1834
1788592790.1574402,0.4489,0.3493,0.9234,1.0845
1788592790.2074404,0.4392,0.387,0.9455,1.112
1788592790.2574403,0.4636,0.3735,0.9779,1.1449
1788592790.3074403,0.3669,0.4066,0.9179,1.0689
1788592790.3574402,0.421,0.394,0.9321,1.096
1788592790.4074402,0.4729,0.3374,1.0088,1.1641
1788592790.4574404,0.4575,0.3967,0.9705,1.1439
1788592790.5074403,0.4315,0.407,0.955,1.1242
1788592790.5574403,0.4247,0.4087,0.9275,1.0989
1788592790.6074402,0.5038,0.3639,0.8997,1.0935
1788592790.6574402,0.4538,0.3737,0.969,1.1334
1788592790.7074404,0.3997,0.3712,0.8917,1.0453
1788592790.7574403,0.4745,0.347,0.9233,1.0946
1788592790.8074403,0.4848,0.4383,0.9378,1.1431
1788592790.8574402,0.4428,0.3737,1.0093,1.1638
1788592790.9074402,0.4472,0.4033,0.918,1.0979
1788592790.9574404,0.4192,0.3702,1.0347,1.1762
1788592791.0074403,0.4753,0.4071,0.9458,1.1341
1788592791.0574403,0.419,0.3831,0.9591,1.1145
1788592791.1074402,0.3965,0.4126,0.9118,1.0765
1788592791.1574402,0.4133,0.3901,0.9738,1.1275
1788592791.2074404,0.4368,0.3886,1.0696,1.219
1788592791.2574403,0.4674,0.4071,1.0122,1.1869
1788592791.3074403,0.4452,0.3833,0.9716,1.1354
1788592791.3574402,0.4802,0.3639,0.9016,1.0844
1788592791.4074402,0.4267,0.4134,0.9303,1.1038
1788592791.4574404,0.4647,0.3856,0.9615,1.1354
1788592791.5074403,0.4435,0.3541,1.0028,1.1523
1788592791.5574403,0.4296,0.3903,0.9266,1.0934
1788592791.6074402,0.4356,0.3997,0.9579,1.1256
1788592791.6574402,0.4771,0.3591,0.9102,1.0886
1788592791.7074404,0.4091,0.4215,0.93,1.1
1788592791.7574403,0.4706,0.4194,0.9896,1.1733
1788592791.8074403,0.435,0.3869,0.9055,1.0765
1788592791.8574402,0.4341,0.3893,0.956,1.1198
1788592791.9074402,0.4777,0.3918,0.9348,1.1205
1788592791.9574404,0.4643,0.4121,0.9241,1.1133
1788592792.0074403,0.4064,0.3353,0.8384,0.9902
1788592792.0574403,0.4266,0.3932,0.927,1.0936
1788592792.1074402,0.4218,0.3847,0.9733,1.1284
1788592792.1574402,0.4084,0.3585,0.9453,1.0904
1788592792.2074404,0.4433,0.3831,0.9808,1.1425
1788592792.2574403,0.4539,0.3905,0.9234,1.1005
1788592792.3074403,0.4531,0.36,0.9515,1.1137
1788592792.3574402,0.455,0.4523,0.8511,1.0658
1788592792.4074402,0.4271,0.3992,1.0607,1.2111
1788592792.4574404,0.4423,0.4586,0.9448,1.1396
1788592792.5074403,0.4327,0.3742,0.9656,1.1223
1788592792.5574403,0.4488,0.3466,0.9466,1.1035
1788592792.6074402,0.4753,0.3513,0.9388,1.1094
1788592792.6574402,0.4645,0.3738,0.9585,1.1288
